"survey_id","site_code","country","ecoregion","area","program","latitude","longitude","survey_date","depth","number_individuals","total_biomass","sp_richness","sp_evenness","shannon","size_cwm_total","size_cwm_biomass"
912351858,"CS6","Australia","Coral Sea","Queensland","RLS",-19.26,152.34,2019-05-06,4.5,645,26465.3142,121,0.606010110027348,3.92043109627586,8.39922480620155,NA
912351859,"CS232","Australia","Coral Sea","Queensland","RLS",-19.26,152.35,2019-05-07,1.5,256,6314.0426,68,0.672173020080969,3.7273186697407,8.0078125,12.2449663627547
912351860,"CS232","Australia","Coral Sea","Queensland","RLS",-19.26,152.35,2019-05-07,2.5,355,7356.436,65,0.58358792329368,3.42689702609583,7.2887323943662,13.4649644202709
912351861,"CS3","Australia","Coral Sea","Queensland","RLS",-19.28,152.22,2019-05-08,8.5,397,8594.8355,82,0.623022771525727,3.72812856622708,6.36649874055416,NA
912351862,"CS3","Australia","Coral Sea","Queensland","RLS",-19.28,152.22,2019-05-08,9,357,11466.7816,84,0.64774411547324,3.80726876495426,7.19187675070028,24.3317442489704
912351863,"CS1","Australia","Coral Sea","Queensland","RLS",-19.3,152.24,2019-05-08,8.5,488,17066.5863,119,0.648458710460439,4.01416394542292,7.00819672131148,NA
912351864,"CS1","Australia","Coral Sea","Queensland","RLS",-19.3,152.24,2019-05-08,9,364,13556.6665,104,0.701043668558629,4.13416238142277,7.15659340659341,27.8452653349553
912351865,"GBR26","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.79,149.07,2019-05-09,4,1757,15735.3956,102,0.441241257566729,3.29667364476931,4.65850882185544,19.1296711345471
912351866,"GBR26","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.79,149.07,2019-05-09,4.5,2533,25739.4411,99,0.392622025394275,3.07704149512195,4.92202921437031,23.7846776420487
912351867,"GBR27","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.8,149.08,2019-05-10,2.5,1414,45907.4252,131,0.511418524791783,3.70992093281203,6.50106082036775,25.9969926335577
912351868,"GBR27","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.8,149.08,2019-05-10,3.5,1696,39605.2807,127,0.459823869806779,3.41926308650576,5.83873820754717,NA
912351869,"GBR76","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.81,149.07,2019-05-10,4,1290,32313.1,141,0.519990812333556,3.72438089290583,6.10271317829457,26.0757975790005
912351870,"GBR76","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-19.81,149.07,2019-05-10,3,947,5199.0172,93,0.528786321823584,3.62393081984277,4.45881731784583,14.2553530598052
912351871,"CS8","Australia","Coral Sea","Queensland","RLS",-19.1,152.39,2019-05-07,4.5,268,12880.1811,72,0.639731899515041,3.57673272120608,9.95335820895522,NA
912351872,"CS8","Australia","Coral Sea","Queensland","RLS",-19.1,152.39,2019-05-07,4,270,39482.5263,87,0.701867524028056,3.92935055882649,14.1759259259259,NA
912351873,"CS7","Australia","Coral Sea","Queensland","RLS",-19.13,152.39,2019-05-07,4,262,16185.9379,82,0.724573391770768,4.03467426363829,9.58969465648855,27.1960518117396
912351874,"CS7","Australia","Coral Sea","Queensland","RLS",-19.13,152.39,2019-05-07,4.5,275,11016.2701,66,0.641055184664139,3.60066023323084,8.90909090909091,20.4324030235969
912351875,"CS2","Australia","Coral Sea","Queensland","RLS",-19.28,152.21,2019-05-08,4,360,24945.8078,85,0.683146673533655,4.02107238915821,10.1527777777778,NA
912351876,"CS2","Australia","Coral Sea","Queensland","RLS",-19.28,152.21,2019-05-08,4.1,313,11183.7285,73,0.660633818243972,3.79613615417223,9.11341853035144,16.7419396626089
912352024,"NWS25","Australia","Exmouth to Broome","Western Australia","RLS",-12.24,122.99,2019-01-01,5,1211,51954.4046,195,0.631421809580214,4.48259081148931,8.85838150289017,NA
912352025,"NWS14","Australia","Exmouth to Broome","Western Australia","RLS",-12.22,123,2019-01-01,3,1662,47758.8434,166,0.509564988654714,3.77882031034343,5.91004813477738,NA
912352026,"NWS14","Australia","Exmouth to Broome","Western Australia","RLS",-12.22,123,2019-01-01,4,1222,51559.6756,167,0.564487129921158,4.01251233321595,7.16039279869067,23.056726660243
912352027,"NWS11","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.34,2019-01-02,3,763,31326.5811,159,0.653122056043679,4.33493961188493,8.12581913499345,18.0253263497688
912352028,"NWS9","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.34,2019-01-02,7,1091,36282.3789,143,0.576968642850383,4.03580910326813,8.67552703941338,16.1550962552789
912352029,"NWS9","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.34,2019-01-02,8,897,28447.469,135,0.580826209994278,3.94906984789899,8.04347826086956,16.4739115806752
912352034,"NWS12","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.34,2019-01-03,5,946,67802.0671,133,0.560984307173739,3.84400055018597,11.2103594080338,21.9779668487423
912352035,"NWS12","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.34,2019-01-03,4,1551,58549.3272,150,0.517146437237671,3.79929654325049,7.28884590586718,21.950004077075
912352038,"NWS4","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.38,2019-01-04,4.5,486,13477.0719,93,0.617760218839959,3.82159359329041,7.81378600823045,14.341946357799
912352039,"NWS4","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.38,2019-01-04,4,851,47332.1071,132,0.592931862693524,4.00016270989319,10.1968272620447,NA
912352040,"NWS3","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.39,2019-01-04,6,798,25851.16,120,0.608781987262679,4.06794735106053,7.04260651629073,20.8743090445458
912352041,"NWS3","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.39,2019-01-04,9,725,45094.9155,140,0.629190729440528,4.14395814773855,10.3586206896552,NA
912352042,"NWS189","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.57,2019-01-05,5,816,46252.3092,154,0.641493157617546,4.30083593454233,8.87867647058824,NA
912352043,"NWS189","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.57,2019-01-05,8,814,114303.8919,193,0.672780230156553,4.50894643753929,14.9170761670762,33.0459426705662
912352044,"NWS192","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-06,11,931,63489.2446,115,0.512476595249037,3.50342287865859,9.30988184747583,NA
912352045,"NWS192","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-06,12,849,25998.2035,103,0.455728184646137,3.07345785012378,5.75088339222615,NA
912352046,"NWS199","Australia","Bonaparte Coast","Western Australia","RLS",-13.94,125.64,2019-01-09,5,5099,59536.949,108,0.301704952133599,2.57559475121506,4.25965875661895,23.3557716948176
912352047,"NWS199","Australia","Bonaparte Coast","Western Australia","RLS",-13.94,125.64,2019-01-09,7,5882,101446.19,123,0.327797517753443,2.84516841960897,4.61280176810609,24.7950630674252
912352048,"NWS198","Australia","Bonaparte Coast","Western Australia","RLS",-14.06,125.36,2019-01-08,9,1983,37026.7741,92,0.343790346187165,2.61018217970353,4.87897125567322,21.9764962254705
912352049,"NWS198","Australia","Bonaparte Coast","Western Australia","RLS",-14.06,125.36,2019-01-08,10,2544,78413.0188,109,0.306547021086384,2.40378629686317,4.94693396226415,28.591772135675
912352050,"NWS195","Australia","Exmouth to Broome","Western Australia","RLS",-14.11,123.56,2019-01-07,5,1600,8980.874,105,0.422159254387217,3.11458919974613,4.65625,NA
912352051,"NWS195","Australia","Exmouth to Broome","Western Australia","RLS",-14.11,123.56,2019-01-07,4,1158,25775.5511,97,0.484102663339382,3.41507786789575,5.39291882556131,NA
912352052,"NWS201","Australia","Bonaparte Coast","Western Australia","RLS",-13.82,127.27,2019-01-10,2,808,17984.9434,61,0.474763959008592,3.17833678673219,5.66522277227723,23.4803562267535
912352053,"NWS201","Australia","Bonaparte Coast","Western Australia","RLS",-13.82,127.27,2019-01-10,3,1723,52319.6849,101,0.456374771607336,3.40082367125391,6.27974463145676,23.1807663705941
912352054,"NWS194","Australia","Exmouth to Broome","Western Australia","RLS",-14.1,123.55,2019-01-07,7,2347,73895.1836,134,0.381183324482584,2.95832306934876,5.41861951427354,NA
912352055,"NWS194","Australia","Exmouth to Broome","Western Australia","RLS",-14.1,123.55,2019-01-07,5,1910,24528.4552,136,0.366730737843764,2.7705988397265,4.41230366492147,NA
912352056,"NWS193","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.56,2019-01-06,5,824,61251.9407,138,0.597970874247837,4.01487842161903,10.4763349514563,NA
912352057,"NWS193","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.56,2019-01-06,8,1181,153006.3702,155,0.543649529045334,3.84584027553738,12.9424216765453,NA
912352058,"NWS188","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,4,1440,12721.477,132,0.426021408497023,3.09819740635418,4.56770833333333,NA
912352059,"NWS188","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,5,931,38756.6074,137,0.632038005674449,4.32077567988365,9.02792696025779,NA
912352063,"NWS19","Australia","Exmouth to Broome","Western Australia","RLS",-12.24,122.98,2019-01-01,4,1390,28481.2301,152,0.573464798474395,4.15019859596393,5.71402877697842,NA
912352064,"NWS11","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.34,2019-01-02,2.5,677,22996.7971,106,0.629846634504518,4.10513331605058,8.77031019202363,17.1659808878342
912352065,"NWS200","Australia","Bonaparte Coast","Western Australia","RLS",-13.94,125.64,2019-01-09,5,2818,21714.7404,148,0.380794456247321,3.02494841092166,4.09066713981547,16.7438659547595
912352066,"NWS200","Australia","Bonaparte Coast","Western Australia","RLS",-13.94,125.64,2019-01-09,7,4047,39495.0051,171,0.356153527541114,2.95811544605563,4.15122312824314,23.2728356642243
912352092,"NWS13","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.33,2019-01-02,7,3705,28545.1316,123,0.388390449831615,3.19157465013268,4.85357624831309,NA
912352093,"NWS10","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.32,2019-01-02,15,2408,57380.357,132,0.415251433280688,3.23337679793385,6.68500830564784,NA
912352094,"NWS8","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.36,2019-01-03,6,1975,44980.8597,136,0.459923695073007,3.49004986509001,6.87848101265823,NA
912352095,"NWS7","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.36,2019-01-03,7,977,41934.0566,118,0.53703464938657,3.69720787538631,10.7241555783009,NA
912352096,"NWS5","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.38,2019-01-04,3,279,9955.9417,76,0.651073624852163,3.66633346710064,9.31899641577061,14.2740358503706
912352097,"NWS6","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.38,2019-01-04,5,912,29373.6057,141,0.597830589129868,4.07459807056322,8.16063596491228,22.0982563608117
912352098,"NWS186","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,10,4886,387167.2757,159,0.364340678330534,3.09475681343449,11.1727384363488,NA
912352099,"NWS187","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,5,3349,34561.1469,90,0.356132942924596,2.89052349813764,5.10898775753956,30.0015476193587
912352100,"NWS190","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.57,2019-01-06,6,1596,107499.794,176,0.545389902028388,4.02239002620304,9.19365079365079,34.5991685551509
912352101,"NWS191","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.56,2019-01-06,5,1714,48885.4492,119,0.5149724065284,3.83478584893178,7.50437572928821,22.6468635988314
912352102,"NWS196","Australia","Exmouth to Broome","Western Australia","RLS",-14.1,123.55,2019-01-07,14,991,81203.0275,108,0.467052713669988,3.22206334409341,8.90514631685167,32.3357243022743
912352103,"NWS197","Australia","Bonaparte Coast","Western Australia","RLS",-14.06,125.36,2019-01-08,7,8248,203382.1823,84,0.280878534038408,2.53288566645772,5.07092628516004,82.9096790623826
912352104,"NWS197","Australia","Bonaparte Coast","Western Australia","RLS",-14.06,125.36,2019-01-08,6.5,8209,84946.447,92,0.306416119712563,2.76172431736548,4.35375807041053,24.753443251723
912352123,"NWS19","Australia","Exmouth to Broome","Western Australia","RLS",-12.24,122.98,2019-01-01,5,1062,15158.1922,173,0.66104782594864,4.60612122925866,5.65913370998117,NA
912352124,"NWS13","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.33,2019-01-02,9,2863,31024.9136,231,0.50067656490079,3.98519785565393,5.82518337408313,NA
912352125,"NWS10","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.32,2019-01-02,8,1437,34991.5076,232,0.632961303627577,4.60182672215295,7.18858733472512,NA
912352126,"NWS8","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.36,2019-01-03,5,1392,26847.6093,218,0.593155537193884,4.29355448213693,6.40445402298851,16.9779080385381
912352127,"NWS7","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.36,2019-01-03,4.5,2602,33328.443,191,0.403037752454844,3.16950325725731,6.21925441967717,17.2054787557883
912352128,"NWS5","Australia","Exmouth to Broome","Western Australia","RLS",-11.98,123.38,2019-01-04,3.5,558,12858.2434,165,0.753719700956772,4.76679394586932,6.90860215053763,17.2106072824846
912352129,"NWS6","Australia","Exmouth to Broome","Western Australia","RLS",-11.97,123.38,2019-01-04,4,846,23801.9118,215,0.724102442052537,4.88082652899327,7.89302600472813,17.5169170759636
912352130,"NWS186","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,7,1614,72336.2646,197,0.565393479771217,4.17626245644859,8.09479553903346,NA
912352131,"NWS187","Australia","Exmouth to Broome","Western Australia","RLS",-12.53,123.58,2019-01-05,6,1543,15968.9675,152,0.554521008092078,4.07100702670413,5.60758263123785,11.0552878262167
912352132,"NWS190","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.57,2019-01-06,8,1355,54396.4754,216,0.646932151946578,4.66538791636753,7.4409594095941,NA
912352133,"NWS191","Australia","Exmouth to Broome","Western Australia","RLS",-12.52,123.56,2019-01-06,10,1517,111859.7132,252,0.68410836954644,5.01074489753136,9.50065919578115,35.6567305949431
912352134,"NWS196","Australia","Exmouth to Broome","Western Australia","RLS",-14.1,123.55,2019-01-07,11,1321,23270.58,133,0.477105857413319,3.42855153990496,5.76835730507192,15.7216977080073
912352135,"SYD30","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.84,151.25,2019-01-03,3,224,5823.3416,32,0.537247451876328,2.90739305181571,7.70089285714286,12.2962879251322
912352136,"SYD18","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-03,6,425,9663.5931,41,0.460066625613359,2.78436424185821,7.03529411764706,32.937747477178
912352137,"SYD51","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.29,2019-02-05,5,1014,23798.1286,66,0.433805603582731,3.00265410636903,6.40285996055227,46.0403213385442
912352138,"SYD52","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-02-08,4,2494,99560.0392,95,0.391742206329962,3.06406773539883,6.33019246190858,76.9614737958038
912352139,"SYD50","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-02-08,6,506,15526.8206,75,0.549953893446232,3.42430808396038,7.90513833992095,17.9818091831369
912352140,"SYD58","Australia","Manning-Hawkesbury","New South Wales","RLS",-34,151.23,2019-02-10,8,489,15689.8267,67,0.493964359018104,3.05880636792121,8.31288343558282,13.4627697162519
912352141,"SYD51","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.29,2019-02-14,6,1168,73099.2165,72,0.438339590410441,3.09601363898879,8.11215753424658,54.8126307174578
912352142,"SYD49","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.27,2019-02-14,6,350,13778.2688,55,0.553645139956474,3.24321622116966,8.85714285714286,29.6325008371153
912352143,"SYD20","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-23,8,184,7206.4177,53,0.631089183311862,3.29108954829328,9.98641304347826,18.38576963836
912352144,"SYD67","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-23,10,228,44007.2737,43,0.549651640027836,2.98424872923277,9.64912280701754,96.9125246277185
912352145,"SYD20","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-23,4,799,52434.4311,58,0.398972174802923,2.66647505152529,10.2252816020025,33.7397470829048
912352146,"SYD51","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.29,2019-02-14,5,625,28533.2237,59,0.492437052621501,3.1701874479054,9.884,31.5247492785051
912352147,"SYD49","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.27,2019-02-14,5,373,24227.585,56,0.575982254574619,3.41072408878685,11.9101876675603,21.6109776727643
912352148,"SYD18","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-03,8,1067,21243.9722,45,0.392025677356605,2.73344068860747,9.43767572633552,12.6471223093579
912352149,"SYD20","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.99,151.23,2019-02-23,6,122,7836.8988,42,0.62950954371335,3.02417709585936,11.4549180327869,19.8077938686665
912352150,"SYD50","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-02-08,5,861,6132.4434,32,0.238717813312772,1.61327754225805,6.29500580720093,18.2923080464143
912352151,"SYD52","Australia","Manning-Hawkesbury","New South Wales","RLS",-33.8,151.3,2019-02-08,5,2356,23438.64,60,0.273974573420979,2.12733599898687,7.31218166383701,14.2300250782469
912352152,"SYD58","Australia","Manning-Hawkesbury","New South Wales","RLS",-34,151.23,2019-02-10,7,340,12790.45,42,0.515108254252027,3.0025380012172,10.9926470588235,12.9341027876267
912352153,"SYD58","Australia","Manning-Hawkesbury","New South Wales","RLS",-34,151.23,2019-02-10,5,663,67643.2171,48,0.442931319982271,2.87762512203083,11.6779788838612,18.1074656375266
912352154,"PPB34","Australia","Bassian","Victoria","RLS",-38.15,144.72,2019-02-08,2.2,184,2914.6611,23,0.426759056914346,2.22552106578611,7.22826086956522,14.854386329855
912352155,"PPB34","Australia","Bassian","Victoria","RLS",-38.15,144.72,2019-02-08,2.1,369,1867.6604,16,0.291398625441479,1.72239801733751,5.41327913279133,9.31295981325085
